Collection,FileName,Xpath,Values
ECL,100245.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100246.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100246.xml,/resource/identifier,10.1594/IEDA/100246
ECL,100246.xml,/resource/identifier/@identifierType,DOI
ECL,100246.xml,/resource/creators/creator/creatorName,Huang, Yu.
ECL,100246.xml,/resource/creators/creator/nameIdentifier,289
ECL,100246.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100246.xml,/resource/creators/creator/creatorName,Chubakov, Viacheslav
ECL,100246.xml,/resource/creators/creator/creatorName,Mantovani, Fabio
ECL,100246.xml,/resource/creators/creator/creatorName,Rudnick, Roberta L.
ECL,100246.xml,/resource/creators/creator/nameIdentifier,664
ECL,100246.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100246.xml,/resource/creators/creator/creatorName,McDonough, William F.
ECL,100246.xml,/resource/titles/title,Granulite-facies rock composition, Appendix C data for &quot;A reference Earth model for the heat producing elements and associated geoneutrino flux&quot;
ECL,100246.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100246.xml,/resource/publicationYear,2013
ECL,100246.xml,/resource/subjects/subject,Geochemistry
ECL,100246.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100246.xml,/resource/dates/date,2013-02-05
ECL,100246.xml,/resource/dates/date/@dateType,Available
ECL,100246.xml,/resource/language,eng
ECL,100246.xml,/resource/resourceType/@resourceTypeGeneral,Collection
ECL,100246.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=526
ECL,100246.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100246.xml,/resource/formats/format,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
ECL,100246.xml,/resource/version,1.0
ECL,100246.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100246.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100246.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100246.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100246.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100246.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100246.xml,/resource/descriptions/description,This dataset is a compilation of chemical composition of global distributed granulite-facies rocks. Both meta-igneous and meta-sedimentary rocks are included. The goal of this compilation is to estimate the average composition of lower continental crust, where the temperature and pressure is close to granulite-facies metamorphism condition.
ECL,100246.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100246.xml,/resource/descriptions/description,granulite-facies rocks, chemical composition, meta-igneous, meta-sedimentary
ECL,100246.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100247.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100247.xml,/resource/identifier,10.1594/IEDA/100247
ECL,100247.xml,/resource/identifier/@identifierType,DOI
ECL,100247.xml,/resource/creators/creator/creatorName,Huang, Yu.
ECL,100247.xml,/resource/creators/creator/nameIdentifier,289
ECL,100247.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100247.xml,/resource/creators/creator/creatorName,Chubakov, Viacheslav
ECL,100247.xml,/resource/creators/creator/creatorName,Mantovani, Fabio
ECL,100247.xml,/resource/creators/creator/creatorName,Rudnick, Roberta L.
ECL,100247.xml,/resource/creators/creator/nameIdentifier,664
ECL,100247.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100247.xml,/resource/creators/creator/creatorName,McDonough, William F.
ECL,100247.xml,/resource/titles/title,Peridotite composition, Appendix D data for &quot;A reference Earth model for the heat producing elements and associated geoneutrino flux&quot;
ECL,100247.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100247.xml,/resource/publicationYear,2013
ECL,100247.xml,/resource/subjects/subject,Geochemistry
ECL,100247.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100247.xml,/resource/dates/date,2013-02-05
ECL,100247.xml,/resource/dates/date/@dateType,Available
ECL,100247.xml,/resource/language,eng
ECL,100247.xml,/resource/resourceType/@resourceTypeGeneral,Collection
ECL,100247.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=527
ECL,100247.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100247.xml,/resource/formats/format,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
ECL,100247.xml,/resource/version,1.0
ECL,100247.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100247.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100247.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100247.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100247.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100247.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100247.xml,/resource/descriptions/description,This dataset is a compilation of chemical composition of global distributed spinel and garnet xenolithic peridotite and massif peridotite. The goal of this compilation is to estimate the average composition of sub-continental lithospheric mantle by xenolithic peridotites. Massif peridotite may provide information for the lithospheric mantle under oceanic crust.
ECL,100247.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100247.xml,/resource/descriptions/description,spinel peridotite, garnet peridotite, massif peridotite, chemical composition
ECL,100247.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100248.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100248.xml,/resource/identifier,10.1594/IEDA/100248
ECL,100248.xml,/resource/identifier/@identifierType,DOI
ECL,100248.xml,/resource/creators/creator/creatorName,Salters, Vincent
ECL,100248.xml,/resource/creators/creator/nameIdentifier,471
ECL,100248.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100248.xml,/resource/titles/title,Hf and Nd isotopic composition of mid-ocean ridge basalts
ECL,100248.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100248.xml,/resource/publicationYear,2013
ECL,100248.xml,/resource/subjects/subject,Geochemistry
ECL,100248.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100248.xml,/resource/dates/date,2013-02-05
ECL,100248.xml,/resource/dates/date/@dateType,Available
ECL,100248.xml,/resource/language,eng
ECL,100248.xml,/resource/resourceType/@resourceTypeGeneral,Dataset
ECL,100248.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=528
ECL,100248.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100248.xml,/resource/formats/format,application/vnd.ms-excel
ECL,100248.xml,/resource/version,1.0
ECL,100248.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100248.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100248.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100248.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100248.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100248.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100248.xml,/resource/relatedIdentifiers/relatedIdentifier,10.7284/901183
ECL,100248.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100248.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsPartOf
ECL,100248.xml,/resource/relatedIdentifiers/relatedIdentifier,10.7284/904528
ECL,100248.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100248.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsPartOf
ECL,100248.xml,/resource/relatedIdentifiers/relatedIdentifier,10.1029/2011GC003617
ECL,100248.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100248.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsCitedBy
ECL,100248.xml,/resource/relatedIdentifiers/relatedIdentifier,10.1594/IEDA/100042
ECL,100248.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100248.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsNewVersionOf
ECL,100248.xml,/resource/descriptions/description,Ridge sections analyzed are from the East Pacific Rise between 5 and 19 degrees north and EPR between 13 and 23 degrees south and associated Rano Rahi seamount field, Gorda Ridge, Galapagos Spreading Center and mid-Cayman Rise
ECL,100248.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100248.xml,/resource/descriptions/description,Hf isotopes, Nd isotopes, mid-ocean ridge basalt, East Pacific Rise, Gorda Ridge, Rano Rahi seamount field, Ridge related
ECL,100248.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100248.xml,/resource/geoLocations/geoLocation/geoLocationBox,-40.32 -173.43 42.948 126.877
ECL,100248.xml,/resource/geoLocations/geoLocation/geoLocationPlace,East Pacific Rise, Rano Rahi, Gorda Ridge, Galapagos Spreading Center, mid-Cayman Rise
ECL,100261.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100261.xml,/resource/identifier,10.1594/IEDA/100261
ECL,100261.xml,/resource/identifier/@identifierType,DOI
ECL,100261.xml,/resource/creators/creator/creatorName,Gale, Allison
ECL,100261.xml,/resource/titles/title,Major and trace element geochemical analyses from &lsquo;The mean composition of ocean ridge basalts&rsquo; and &lsquo;Enriched basalts at segment centers: The Lucky Strike (37&deg;17&prime;N) and Menez Gwen (37&deg;50&prime;N) segments of the Mid-Atlantic Ridge&rsquo;
ECL,100261.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100261.xml,/resource/publicationYear,2013
ECL,100261.xml,/resource/subjects/subject,Chemistry:Rock
ECL,100261.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100261.xml,/resource/dates/date,2013-05-01
ECL,100261.xml,/resource/dates/date/@dateType,Available
ECL,100261.xml,/resource/language,eng
ECL,100261.xml,/resource/resourceType/@resourceTypeGeneral,Collection
ECL,100261.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=534
ECL,100261.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100261.xml,/resource/formats/format,application/vnd.ms-excel
ECL,100261.xml,/resource/formats/format,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
ECL,100261.xml,/resource/version,1.0
ECL,100261.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100261.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100261.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100261.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100261.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100261.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier,10.7284/906682
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsPartOf
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier,10.7284/906683
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsPartOf
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier,10.7284/906684
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsPartOf
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier,10.7284/906691
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsPartOf
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier,10.1029/2012GC004334
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100261.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsCitedBy
ECL,100261.xml,/resource/descriptions/description,Supplementary tables from The mean composition of ocean ridge basalts and Enriched basalts at segment centers: The Lucky Strike and Menez Gwen segments of the Mid-Atlantic Ridge. Tables include: (1) Major and trace element analyses and isotopic analyses of a global compilation of mid ocean ridge basalts. (2) Major and trace element compositions of glasses and glassy basalts from KP-2,3,5 and PO-1
ECL,100261.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100261.xml,/resource/descriptions/description,ocean ridge basalts, major element analyses, trace element analyses, isotopic analyses, Ridge related
ECL,100261.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100261.xml,/resource/geoLocations/geoLocation/geoLocationBox,-65.1 -176.825 86.9792 346.245
ECL,100261.xml,/resource/geoLocations/geoLocation/geoLocationPlace,Lucky Strike segment, Menez Gwen segment, Mid-Atlantic Ridge, East Pacific Rise, Gakkel Ridge, Reykjanes Ridge
ECL,100262.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100262.xml,/resource/identifier,10.1594/IEDA/100262
ECL,100262.xml,/resource/identifier/@identifierType,DOI
ECL,100262.xml,/resource/creators/creator/creatorName,Liu, Xiao-Ming
ECL,100262.xml,/resource/creators/creator/nameIdentifier,866
ECL,100262.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100262.xml,/resource/creators/creator/creatorName,Rudnick, Roberta L.
ECL,100262.xml,/resource/creators/creator/nameIdentifier,92
ECL,100262.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100262.xml,/resource/creators/creator/creatorName,McDonough, William F.
ECL,100262.xml,/resource/creators/creator/creatorName,Cummings, Michael L.
ECL,100262.xml,/resource/titles/title,Influence of chemical weathering on the composition of the continental crust: Insights from Li and Nd isotopes in bauxite profiles developed on Columbia River Basalts
ECL,100262.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100262.xml,/resource/publicationYear,2013
ECL,100262.xml,/resource/subjects/subject,Chemistry:Rock
ECL,100262.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100262.xml,/resource/dates/date,2013-05-01
ECL,100262.xml,/resource/dates/date/@dateType,Available
ECL,100262.xml,/resource/language,eng
ECL,100262.xml,/resource/resourceType/@resourceTypeGeneral,Dataset
ECL,100262.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=577
ECL,100262.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100262.xml,/resource/formats/format,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet
ECL,100262.xml,/resource/version,1.0
ECL,100262.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100262.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100262.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100262.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100262.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100262.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100262.xml,/resource/relatedIdentifiers/relatedIdentifier,10.1016/j.gca.2013.03.043
ECL,100262.xml,/resource/relatedIdentifiers/relatedIdentifier/@relatedIdentifierType,DOI
ECL,100262.xml,/resource/relatedIdentifiers/relatedIdentifier/@relationType,IsCitedBy
ECL,100262.xml,/resource/descriptions/description,Fresh Columbia River Basalts, bauxites (weathered basalts), eolian dust samples were analyzed for major and trace elements, mineralogy, lithium and Nd isotopes to investigate chemical weathering of basalts and its influence on the composition of the continental crust.
ECL,100262.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100262.xml,/resource/descriptions/description,chemical weathering, Li isotopes, Nd isotopes and Columbia River Basalts, continental crust composition
ECL,100262.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100262.xml,/resource/geoLocations/geoLocation/geoLocationBox,-123.233516667 44.8381333333 -117.936516667 46.5877666667
ECL,100262.xml,/resource/geoLocations/geoLocation/geoLocationPlace,Columbia River Basalts
ECL,100263.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100263.xml,/resource/identifier,10.1594/IEDA/100263
ECL,100263.xml,/resource/identifier/@identifierType,DOI
ECL,100263.xml,/resource/creators/creator/creatorName,Carr, Michael J.
ECL,100263.xml,/resource/creators/creator/nameIdentifier,557
ECL,100263.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100263.xml,/resource/creators/creator/creatorName,Feigenson, Mark D.
ECL,100263.xml,/resource/creators/creator/creatorName,Bolge, Louise L.
ECL,100263.xml,/resource/creators/creator/creatorName,Walker, James A.
ECL,100263.xml,/resource/creators/creator/creatorName,Gazel, Esteban
ECL,100263.xml,/resource/creators/creator/nameIdentifier,479
ECL,100263.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100263.xml,/resource/titles/title,RU_CAGeochem, a database and sample repository for Central American volcanic rocks at Rutgers University
ECL,100263.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100263.xml,/resource/publicationYear,2013
ECL,100263.xml,/resource/subjects/subject,Chemistry:Rock
ECL,100263.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100263.xml,/resource/subjects/subject,SampleInfo
ECL,100263.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100263.xml,/resource/dates/date,2013-05-01
ECL,100263.xml,/resource/dates/date/@dateType,Available
ECL,100263.xml,/resource/language,eng
ECL,100263.xml,/resource/resourceType/@resourceTypeGeneral,Collection
ECL,100263.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=597
ECL,100263.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100263.xml,/resource/formats/format,application/vnd.ms-excel
ECL,100263.xml,/resource/version,1.0
ECL,100263.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100263.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100263.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100263.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100263.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100263.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100263.xml,/resource/descriptions/description,***Attention: there is a newer version of this dataset available at http://dx.doi.org/10.1594/IEDA/100403.*** We present a database for Central American volcanic rocks and related components. The Rutgers University Central American Geochemical data (RU_CAGeochem) includes the active volcanoes related to the Cocos-Caribbean convergent plate boundary that extends from Guatemala to Costa Rica in Central America. The RU prefix signifies that the data and/or samples are primarily from the long-term Central American research project started at Dartmouth College in 1970 and continued at Rutgers University between 1974 to the present. The database is decidedly uneven because of the impressive improvement of analytical techniques during the period of sample and data production. Further complications arise because most of the sampling and analysis were part of the educational process for many different undergraduate and graduate students using different types of instruments. This note presents, as a reasonably coherent whole, geochemical data and metadata for about 1325 samples collected by at least 40 students and colleagues. Many new Sr, Nd and Pb isotopic ratios are included here but most of the new data are metadata that provide greatly improved descriptions of the locations and status of the samples as well as estimates of data quality.
ECL,100263.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100263.xml,/resource/descriptions/description,volcanic rocks
ECL,100263.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100263.xml,/resource/geoLocations/geoLocation/geoLocationBox,9.84229 -92.111 16.1 -81.36667
ECL,100263.xml,/resource/geoLocations/geoLocation/geoLocationPlace,Central America, Guatemala, El Salvador, Honduras, Nicaragua, Costa Rica
ECL,100264.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100264.xml,/resource/identifier,10.1594/IEDA/100264
ECL,100264.xml,/resource/identifier/@identifierType,DOI
ECL,100264.xml,/resource/creators/creator/creatorName,Lehtonen, Marjaleena L.
ECL,100264.xml,/resource/titles/title,Analytical geochemistry from “Electron microprobe and LA-ICP-MS analyses of garnet xenocrysts from Kaavi-Kuopio area kimberlites”
ECL,100264.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100264.xml,/resource/publicationYear,2013
ECL,100264.xml,/resource/subjects/subject,Chemistry:Rock
ECL,100264.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100264.xml,/resource/dates/date,2013-05-01
ECL,100264.xml,/resource/dates/date/@dateType,Available
ECL,100264.xml,/resource/language,eng
ECL,100264.xml,/resource/resourceType/@resourceTypeGeneral,Dataset
ECL,100264.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=601
ECL,100264.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100264.xml,/resource/formats/format,application/vnd.ms-excel
ECL,100264.xml,/resource/formats/format,application/pdf
ECL,100264.xml,/resource/version,1.0
ECL,100264.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100264.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100264.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100264.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100264.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100264.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100264.xml,/resource/descriptions/description,Analytical geochemistry from Electron microprobe and LA-ICP-MS analyses of garnet xenocrysts from Kaavi-Kuopio area kimberlites
ECL,100264.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100264.xml,/resource/descriptions/description,kimberlite, garnet xenocrysts
ECL,100264.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100264.xml,/resource/geoLocations/geoLocation/geoLocationPlace,Kaavi-Kuopio, Finland
ECL,100265.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100265.xml,/resource/identifier,10.1594/IEDA/100265
ECL,100265.xml,/resource/identifier/@identifierType,DOI
ECL,100265.xml,/resource/creators/creator/creatorName,Lehtonen, Marjaleena L.
ECL,100265.xml,/resource/creators/creator/creatorName,O'Brien, Hugh
ECL,100265.xml,/resource/titles/title,Analytical geochemistry from &ldquo;Electron microprobe and LA-ICP-MS analyses of mantle xenocrysts from Lentiira-Kuhmo and Kuusamo area kimberlites&rdquo;
ECL,100265.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100265.xml,/resource/publicationYear,2013
ECL,100265.xml,/resource/subjects/subject,Chemistry:Rock
ECL,100265.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100265.xml,/resource/dates/date,2013-05-01
ECL,100265.xml,/resource/dates/date/@dateType,Available
ECL,100265.xml,/resource/language,eng
ECL,100265.xml,/resource/resourceType/@resourceTypeGeneral,Dataset
ECL,100265.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=611
ECL,100265.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100265.xml,/resource/formats/format,application/vnd.ms-excel
ECL,100265.xml,/resource/formats/format,application/pdf
ECL,100265.xml,/resource/version,1.0
ECL,100265.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100265.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100265.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100265.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100265.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
ECL,100265.xml,/resource/rightsList/rights/@rightsURI,https://creativecommons.org/licenses/by/3.0/us/
ECL,100265.xml,/resource/descriptions/description,Electron microprobe and LA-ICP-MS analyses of mantle xenocrysts from Lentiira-Kuhmo and Kuusamo area kimberlites.
ECL,100265.xml,/resource/descriptions/description/@descriptionType,Abstract
ECL,100265.xml,/resource/descriptions/description,kimberlite, mantle xenocrysts
ECL,100265.xml,/resource/descriptions/description/@descriptionType,Other
ECL,100265.xml,/resource/geoLocations/geoLocation/geoLocationPlace,Lentiira-Kuhmo, Kuusamo, Finland
ECL,100266.xml,/resource/@xsi:schemaLocation,http://datacite.org/schema/kernel-3 http://schema.datacite.org/meta/kernel-3/metadata.xsd
ECL,100266.xml,/resource/identifier,10.1594/IEDA/100266
ECL,100266.xml,/resource/identifier/@identifierType,DOI
ECL,100266.xml,/resource/creators/creator/creatorName,Murray, Kendra E.
ECL,100266.xml,/resource/creators/creator/nameIdentifier,872
ECL,100266.xml,/resource/creators/creator/nameIdentifier/@nameIdentifierScheme,GeoPass
ECL,100266.xml,/resource/creators/creator/creatorName,Ducea, Mihai N.
ECL,100266.xml,/resource/titles/title,Whole-rock major and trace element results for mafic lavas erupted on the Puna plateau, central Andes
ECL,100266.xml,/resource/publisher,Integrated Earth Data Applications (IEDA)
ECL,100266.xml,/resource/publicationYear,2013
ECL,100266.xml,/resource/subjects/subject,Chemistry:Rock
ECL,100266.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100266.xml,/resource/subjects/subject,SampleInfo
ECL,100266.xml,/resource/subjects/subject/@subjectScheme,ECL
ECL,100266.xml,/resource/dates/date,2013-04-15
ECL,100266.xml,/resource/dates/date/@dateType,Available
ECL,100266.xml,/resource/language,eng
ECL,100266.xml,/resource/resourceType/@resourceTypeGeneral,Dataset
ECL,100266.xml,/resource/alternateIdentifiers/alternateIdentifier,http://www.earthchem.org/library/browse/view?id=613
ECL,100266.xml,/resource/alternateIdentifiers/alternateIdentifier/@alternateIdentifierType,URL
ECL,100266.xml,/resource/formats/format,application/vnd.ms-excel
ECL,100266.xml,/resource/version,1.0
ECL,100266.xml,/resource/contributors/contributor/@contributorType,Editor
ECL,100266.xml,/resource/contributors/contributor/contributorName,EarthChem Library (ECL)
ECL,100266.xml,/resource/contributors/contributor/nameIdentifier,10.17616/R3V644
ECL,100266.xml,/resource/contributors/contributor/nameIdentifier/@nameIdentifierScheme,DOI
ECL,100266.xml,/resource/rightsList/rights,Creative Commons Attribution-NonCommercial-Share Alike 3.0 United States [CC BY-NC-SA 3.0]
