Collection,Dialect,Record,Concept
EDORA,Mercury,03685-metadata.xml,Abstract
EDORA,Mercury,03685-metadata.xml,Author
EDORA,Mercury,03685-metadata.xml,Author / Originator
EDORA,Mercury,03685-metadata.xml,Author / Originator
EDORA,Mercury,03685-metadata.xml,Author / Originator Email Address
EDORA,Mercury,03685-metadata.xml,Bounding Box
EDORA,Mercury,03685-metadata.xml,Distribution Contact
EDORA,Mercury,03685-metadata.xml,Distribution Contact
EDORA,Mercury,03685-metadata.xml,Distribution Contact
EDORA,Mercury,03685-metadata.xml,Easternmost Longitude
EDORA,Mercury,03685-metadata.xml,Easternmost Longitude
EDORA,Mercury,03685-metadata.xml,Email
EDORA,Mercury,03685-metadata.xml,Email
EDORA,Mercury,03685-metadata.xml,Email
EDORA,Mercury,03685-metadata.xml,End Time
EDORA,Mercury,03685-metadata.xml,End Time
EDORA,Mercury,03685-metadata.xml,Fax
EDORA,Mercury,03685-metadata.xml,Fax
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword
EDORA,Mercury,03685-metadata.xml,Keyword Type
EDORA,Mercury,03685-metadata.xml,Keyword Type
EDORA,Mercury,03685-metadata.xml,Keyword Type
EDORA,Mercury,03685-metadata.xml,Keyword Type
EDORA,Mercury,03685-metadata.xml,Keyword Vocabulary
EDORA,Mercury,03685-metadata.xml,Keyword Vocabulary
EDORA,Mercury,03685-metadata.xml,Keyword Vocabulary
EDORA,Mercury,03685-metadata.xml,Keyword Vocabulary
EDORA,Mercury,03685-metadata.xml,Maintenance
EDORA,Mercury,03685-metadata.xml,Metadata Contact
EDORA,Mercury,03685-metadata.xml,Metadata Contact
EDORA,Mercury,03685-metadata.xml,Metadata Contact
EDORA,Mercury,03685-metadata.xml,Metadata Language
EDORA,Mercury,03685-metadata.xml,Metadata Modified Date
EDORA,Mercury,03685-metadata.xml,Metadata Modified Date
EDORA,Mercury,03685-metadata.xml,Metadata Standard Citation
EDORA,Mercury,03685-metadata.xml,Northernmost Latitude
EDORA,Mercury,03685-metadata.xml,Northernmost Latitude
EDORA,Mercury,03685-metadata.xml,Online Resource
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Description
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Online Resource Name/Title
EDORA,Mercury,03685-metadata.xml,Organization Name
EDORA,Mercury,03685-metadata.xml,Organization Name
EDORA,Mercury,03685-metadata.xml,Originating Organization
EDORA,Mercury,03685-metadata.xml,Phone
EDORA,Mercury,03685-metadata.xml,Phone
EDORA,Mercury,03685-metadata.xml,Phone
EDORA,Mercury,03685-metadata.xml,Place Keyword
EDORA,Mercury,03685-metadata.xml,Place Keyword
EDORA,Mercury,03685-metadata.xml,Place Keyword Vocabulary
EDORA,Mercury,03685-metadata.xml,Project Name
EDORA,Mercury,03685-metadata.xml,Release Constraints
EDORA,Mercury,03685-metadata.xml,Resource Citation
EDORA,Mercury,03685-metadata.xml,Resource Contact
EDORA,Mercury,03685-metadata.xml,Resource Contact
EDORA,Mercury,03685-metadata.xml,Resource Contact
EDORA,Mercury,03685-metadata.xml,Resource Distribution
EDORA,Mercury,03685-metadata.xml,Resource Identifier
EDORA,Mercury,03685-metadata.xml,Resource Status
EDORA,Mercury,03685-metadata.xml,Resource Status
EDORA,Mercury,03685-metadata.xml,Resource Title
EDORA,Mercury,03685-metadata.xml,Resource Type
EDORA,Mercury,03685-metadata.xml,Resource Update Frequency
EDORA,Mercury,03685-metadata.xml,Resource on-line Link
EDORA,Mercury,03685-metadata.xml,Resource on-line Link
EDORA,Mercury,03685-metadata.xml,Resource on-line Link
EDORA,Mercury,03685-metadata.xml,Resource on-line Link
EDORA,Mercury,03685-metadata.xml,Resource on-line Link
EDORA,Mercury,03685-metadata.xml,Resource on-line Link
EDORA,Mercury,03685-metadata.xml,Resource on-line Link
EDORA,Mercury,03685-metadata.xml,Resource on-line Link
EDORA,Mercury,03685-metadata.xml,Resource on-line Link
EDORA,Mercury,03685-metadata.xml,Resource on-line Link
